Blueprint	Name	Description	Grouping	Category	Family	Classification	Heavy	Two Handed	Min Damage	Max Damage	Armor Pen	Dodge Reduction	Extra Hit Chance	Rate of Fire	Recoil	Max Range	Ammo	Attack 1	Type	Cost	GFX	On Hit	Attack 2	Type	Cost	GFX	On Hit	Attack 3	Type	Cost	GFX	On Hit	Attack 4	Type	Cost	GFX	On Hit	Attack 5	Type	Cost	GFX	On Hit	Sources	Extra Facts
RedCrystalStaff	Red Crystal Staff	The first attacking Navigator power each {g|Encyclopedia:Turn}turn{/g} costs −1 {g|Encyclopedia:ActionPoints}AP{/g} less.\n<i>{g|Encyclopedia:Devastating}Devastating{/g} (12)</i>: the first use of an attacking Navigator power per turn does not set the power on {g|Encyclopedia:Cooldown}cooldown{/g} and does not count toward the attack limit per turn. The second use of this power or the use of a different attacking Navigator power on the same turn deals an additional +12 {g|Encyclopedia:DamageGlossary}damage{/g} to all targets and 12 {g|Encyclopedia:DirectDamage}direct damage{/g} to the Navigator.\n<indent=5%>+15 {g|Encyclopedia:WarhammerWillpower}Willpower{/g}</indent>\n<indent=5%>+10 {g|Encyclopedia:WarhammerPerception}Perception{/g}</indent>	NavigatorStaff	Melee	Primitive	false	false	true	4	8	0	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	PowerMaul_AbilityFXSettings			None					None					None					None				Vendor - LiegeChapter2_VendorTable_Base 70PF	NavigatorStaffPerception10	DevastatingTriggerFeature	NavigatorStaffWillpower15	RedCrystalStaffFeature
Repeater_Longlas_Item	Deadly Repeater	The wielder gains a 30% chance to gain one more attack action after a kill.	Rifle	Basic	Laser	false	false	true	22	32	15	30	25	1	0	36	10	SingleShot_Ability	SingleShot	1	Lasgun_LasShot_AbilityFXSettings		PreciseShot_Ability	Custom	2	Lasgun_LasShot_AbilityFXSettings		ReloadAbility	Reload	3	Lasgun_LasShot_AbilityFXSettings			None					None				Vendor - ExploratorChapter2_VendorTable_Base 45PF	LaserCoverReduce_Feature	Repeater_Longlas_Feature	SniperRifle_CritDamage_Feature
RipperAutopistol_Item	Ripper Autopistol		Pistol	Pistol	Solid	false	false	false	3	5	10	0	0	8	15	10	16	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch02_ForgeWorldAndHeart: CorruptedEnginseer, Unit - Ch02_SpaceScavengers: ScavengerLeader, Unit - Ch03_VectThroneRoom: VectThrone_Ahileas, Unit - Ch03_VectThroneRoom: VectThrone_BridgeGuard, Unit - Ch03_VectThroneRoom: VectThrone_Court_Dream_Iremerris+Theodora, Unit - Ch03_VectThroneRoom: VectThrone_Court_Dream_Maraja+Heinrix, Unit - Ch03_VectThroneRoom: VectThrone_Court_Real_Harlequin, Unit - Ch03_VectThroneRoom: VectThrone_Court_Real_Iremerris, Unit - Ch03_VectThroneRoom: VectThrone_Court_Real_Marazhai, Unit - Ch03_VectThroneRoom: VectThrone_Court_Real_Vect, Unit - Ch03_VectThroneRoom: VectThrone_Inquisitor, Unit - Ch03_VectThroneRoom: VectThrone_InquisitorSoldier, Unit - Ch03_VectThroneRoom: VectThrone_Vigdis, Unit - ExportedPregens: ArgentaCompanion_Level15_ExportedPregen, Chest - CR0: Forest_ArmoryLoot	SolidProjectileWeapon_Feature
Ripper_Autogun_Item	The Ripper	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	5	7	15	0	0	8	15	16	32	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch03_CommorraghArena: HumanGladiator_Ranged_Arena_01, Unit - ExportedPregens: ArgentaCompanion_Level15_ExportedPregen, Chest - LowerTunnels: Military_Loot_Good	SolidProjectileWeapon_Feature
RitualKnife_Item	Ritual Knife	This knife has a 100% critical {g|Encyclopedia:HitSequenceGlossary}hit chance{/g} against {g|Encyclopedia:ProneEffect}prone{/g} or {g|Encyclopedia:Stun}stunned{/g} targets.\nWhen the wielder scores a {g|Encyclopedia:CritChancesAndCritDamageGlossary}critical hit{/g} with this knife, the target and everyone in a 4-cell radius around it must pass a {g|Encyclopedia:WarhammerWillpower}Willpower{/g} {g|Encyclopedia:ResistanceTest}resistance test{/g} or make a single attack against the nearest target.	Dagger	Melee	Primitive	false	false	false	30	45	10	50	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	Knife_AbilityFXSettings			None					None					None					None				Unit - Ch02_ForgeWorldAndHeart: Kunrad_FH, Unit - Ch04_Eufrates: Eufrates_Kunrad_unit	RitualKnife_Feature
RoaringThunder_ThunderHammer_Item	Roaring Thunder	This thunder hammer deals +3 {g|Encyclopedia:DamageGlossary}damage{/g} and grants a +10% stacking chance to stun an enemy for one {g|Encyclopedia:Turn}turn{/g} for each point of the enemy's {g|Encyclopedia:Deflection}deflection{/g}.\nA successful {g|Encyclopedia:WarhammerToughness}Toughness{/g} {g|Encyclopedia:ResistanceTest}resistance test{/g} negates this effect.\n<i>Maces and hammers have a special attack that {g|Encyclopedia:PushGlossary}pushes{/g} enemies away.</i>	Hammer	Melee	Power	MaulOrHammer	false	true	20	25	40	0	0	0	0	1	-1	HammersMeleeAttack_Ability	SingleShot	1	ThunderHammer_AbilityFXSettings		RoaringThunder_AoEAbility	AOE	2	AberrantHammerStrike03_AbilityFXSettings		Hammer_PushAbility	SingleShot	2	ThunderHammer_AbilityFXSettings	Hammer_PushAbilityAdditionalEffect		None					None				Unit - Ch05_Epitaph: InquisitorCh5, Unit - ExportedPregens: Abelard35Yremeris_ExportedPregen, Unit - ExportedPregens: PascalCompanion_Level47_ExportedPregen, Vendor - DrusianChapter2_VendorTable_Base 47PF	RoaringThunder_Feature
RockDrill_Item	Emergency Drill	This weapon has a special attack called {g|f:3c11c05ae18d4d4a992308b584a388ab}Drilling Strike{/g}.	RockSaw	Melee	ChainSaw	Chainsaw	false	true	20	25	40	0	0	3	0	1	-1	ChainsawMeleeAttack_Ability	Burst	2	CircularSaw_AbilityFXSettings		RockDrillMeleeAttack_Ability	Burst	7	CircularSaw_AbilityFXSettings		ChainsawAoEMeleeAttack_Ability	Burst	3	CircularSaw_AbilityFXSettings			None					None				Vendor - LiegeChapter4_VendorTable_Base 108PF	
RuneCarvedShurikenCannon_Item	Rune-Carved Shuriken Cannon		Shuriken	Heavy	Exotic	false	true	true	6	7	20	0	0	12	50	36	144	SingleShot_Ability	SingleShot	2	ShurikenCatapult_Shot_AbilityFXSettings		BurstFire_Ability	Burst	3	ShurikenCatapult_Shot_AbilityFXSettings		ReloadAbility	Reload	5				None					None				Chest - CR-20: ImperiumPoor_TrashLoot (1)#1	
SanctifiedStaff_Item	Sanctified Staff	The wielder of this staff, with a power level of {uip|PowerLevel|e401f82ef7134a31b40cbf821f24a8f6}, gains the <b>Emperor's Wrath</b> {g|Encyclopedia:Ability}ability{/g}. The ability is also available in its {g|Encyclopedia:HeroicAct}heroic act{/g} and {g|Encyclopedia:DesperateMeasure}desperate measure{/g} versions. Power level affects the {g|Encyclopedia:DamageGlossary}damage{/g} of this power.\nUsing <b>Emperor's Wrath</b> grants the psyker additional {g|Encyclopedia:WarhammerArmourGlossary}armour{/g} equal to the staff's power level until the start of the psyker's next {g|Encyclopedia:Turn}turn{/g}. Does not stack.\n<indent=5%>+15 {g|Encyclopedia:WarhammerWillpower}Willpower{/g}</indent>\n<indent=5%>+10 {g|Encyclopedia:WarhammerFellowship}Fellowship{/g}</indent>	PsykerStaff	Melee	Primitive	false	false	true	4	8	0	0	0	0	0	1	-1	MacesMeleeAttack_Ability	SingleShot	1	Axe_AbilityFXSettings		Sanctic_Weapon_EmperorsWrath_Ability	Custom	2			Sanctic_Weapon_EmperorsWrath_AbilityHeroic	Custom	2			Sanctic_Weapon_EmperorsWrath_AbilityDesperate	Custom	2				None				Unit - ExportedPregens: Gusev_Idira_26lvl_ExportedPregen, Unit - ExportedPregens: HeinrixCompanion_Level25_TesseraParty_ExportedPregen, Unit - ExportedPregens: HeinrixCompanion_Level37_TesseraParty_ExportedPregen, Unit - ExportedPregens: HeinrixCompanion_Level37_ValladinParty_ExportedPregen, Unit - ExportedPregens: PlayerRT_Level42_OlegParty_ExportedPregen, Unit - ExportedPregens: Sayonara_Heinrix_23lvl_ExportedPregen, Unit - ExportedPregens: Yanus19Hen_ExportedPregen, Vendor - DrusianChapter2_VendorTable_Base 20PF	SanctifiedStaff_Features	Willpower15_Feature	Fellowship10_Feature
SarragusHeavyBolter_Item	Improved Heavy Bolter	Each kill with this weapon increases its {g|Encyclopedia:RateOfFire}rate of fire{/g} by +1.	Bolter	Heavy	Bolt	false	true	true	12	18	25	0	0	6	35	24	60	SingleShot_Ability	SingleShot	2	HeavyBolter_BoltShot_AbilityFXSettings		BurstFire_Ability	Burst	3	HeavyBolter_BoltShot_AbilityFXSettings		ReloadAbility	Reload	4	HeavyBolter_BoltShot_AbilityFXSettings			None					None				Unit - Ch05_Epitaph: RTFaith, Unit - Ch05_Epitaph: RTFaithFemale, Unit - ExportedPregens: UlfarCompanion_Level38_ValladinParty_ExportedPregen, Vendor - PirateChapter4_VendorTable_Base 129PF	SarragusHeavyBolter_Feature
ScorpionSting_VenomBlade_Item	Scorpion Sting	Most warriors prefer swords for they provide more flexibility on the battlefield against close combat enemies.\n+10% {g|Encyclopedia:Parry}parry{/g}\n−10 to enemy {g|Encyclopedia:WarhammerWeaponSkill}Weapon Skill{/g} when {g|Encyclopedia:HitSequenceGlossary}hit{/g}	Sword	Melee	Primitive	Sword	false	false	17	20	15	0	0	0	10	1	-1	Venom_MeleeAttack_ability	SingleShot	1	VenomBlade_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	VenomBlade_AoEAbility	AOE	2	VenomBlade_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect		None					None					None				Unit - Ch04_FootfallSewersCh04: Falco, Chest - CR21: Drukhari_PenalChest	Parry10_Feature	ViralToxin_Power6_ForWeapon_Feature
ScrappyAutogun_Item	Scrappy Autogun	Solid projectile weapons have an increased (+50%) {g|Encyclopedia:OverpenetrationFullGlossary}overpenetration{/g}.	Autogun	Basic	Solid	false	false	true	3	5	5	0	0	4	15	16	24	SingleShot_Ability	SingleShot	1	SolidProjectile_Shot_AbilityFXSettings		BurstFire_Ability	Burst	2	SolidProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	2	SolidProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch00_OfficersDeck: CultistPirate_Ranged_ArgentaFight, Unit - Ch00_OfficersDeck: CultistPirate_Ranged_OfficersDeck, Unit - Ch01_Starport: StarportRebelRangeSwarm1, Unit - Ch01_TaintedStreets: TaintedStreetsCultistRangedHeavy, Unit - Ch01_TaintedStreets: TaintedStreetsRebel, Unit - Ch01_TaintedStreets: TaintedStreetsRebelRangedHeavy, Unit - Ch02_FootfallDock: FootfallAnver_MeleeRanged_SwarmQS, Unit - DLC1_LowerTunnels: RebelMutantRangedCH02_Swarm	SolidProjectileWeapon_Feature
ScrappyAutopistol_Item	Scrappy Autopistol		Pistol	Pistol	Solid	false	false	false	4	6	0	0	0	4	15	10	12	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - Ch01_NavisNobiliteStation: NavisNobilite_Ranged_AutopistolGuard, Unit - Ch01_TaintedStreets: TaintedStreetsRebelRanged, Unit - Ch02_FootfallDock: FootfallSuspiciousType, Unit - Ch02_Lair2: UnderhivePistol, Unit - Ch03_Prison: ImperialMisfit_MeleeRanged_Prison, Unit - Ch01_UndehiveLair: Underhive_UniqueDemonVictim, Unit - FootfallSlums: SuicideVladaimAgent	SolidProjectileWeapon_Feature
SerratedGreatSword_Item	Serrated Great Sword	On a critical {g|Encyclopedia:HitSequenceGlossary}hit{/g}, this sword inflicts +1 stack of the laceration effect. For each stack of laceration, all attacks of this sword against the same target deal +10% {g|Encyclopedia:DamageGlossary}damage{/g}.	Sword	Melee	Primitive	Sword	false	true	14	20	15	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	SerratedGreatSword_AbilityFXSettings	Bleeding_withCheck0_AdditionalEffect	MeleeAoESTwoHandedSword_ability	AOE	2	SerratedGreatSword_AbilityFXSettings	Bleeding_withCheck0_AdditionalEffect		None					None					None				Unit - ExportedPregens: Kibellah28lvl_ExportedPregen, Unit - ExportedPregens: Sayonara_23_Abelard_ExportedPregen, Unit - ExportedPregens: Sayonara_Abelar_23lvl_ExportedPregen, Unit - ExportedPregens: zin_22_KibellahCompanion_ExportedPregen, Vendor - PirateChapter2_VendorTable_Base 10PF	SerratedGreatSword_Feature	Bleeding_Power6_ForWeapon_Feature	Parry10_Feature
SerratedKnife_Item	Serrated Mono-Knife	This knife has a chance to inflict {g|Encyclopedia:BleedingEffect}bleeding{/g}.	Dagger	Melee	Primitive	false	false	false	7	15	10	50	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	Knife_AbilityFXSettings	Bleeding_withCheck0_AdditionalEffect		None					None					None					None				Unit - Ch03_CommorraghArena: ArenaGladiator1, Unit - Ch03_CommorraghArena: HumanGladiator_Melee_Arena_01, Unit - DLC1_CH02_OfficersDeck_Kelemorph: Enforcer_Melee_Common, Unit - DLC1_CH02_OfficersDeck_Kelemorph: Lowlifer_MeleeGrenade_Swarm, Unit - Ch02_FootfallSlums: InfectedMutantInfector_Ranged, Unit - Ch02_FootfallSlums: InfectedMutantPsyker_Ranged, Unit - Ch02_FootfallSlums: InfectedMutant_Melee, Unit - Ch02_Macrocannon_Psyker_Q1: MacrocannonMutantMeleeGrenade_Common, Unit - Ch02_Macrocannon_Psyker_Q1: MacrocannonMutantMelee_Common, Unit - Ch02_RandomEncounters: NurgleZombieSwarm02_RandomEncounter, Unit - Ch03_GrandSpecticle: GrandSpecticle_Farseer, Unit - Ch03_ReavingTempestSpire: YrlietQ1_Farseer01, Unit - Ch04_FootfallAtrium: FootfallCh04_Frosche, Unit - Ch05_Epitaph: Tanakia, Unit - DLC1_LowerTunnels_StreetFight: LT_SF_Enforcer_MeleeRanged_Common, Unit - DLC1_LowerTunnels_StreetFight: LT_SF_Enforcer_MeleeRanged_CutSc	Bleeding_Power4_ForWeapon_Feature
ShardShotgunItem	Shard Shotgun	Targets {g|Encyclopedia:HitSequenceGlossary}hit{/g} with this shotgun must pass a {g|Encyclopedia:WarhammerToughness}Toughness{/g} {g|Encyclopedia:ResistanceTest}resistance test{/g} or become poisoned, suffering {g|Encyclopedia:ToxinEffect}toxin{/g} (8) {g|Encyclopedia:DamageGlossary}damage{/g} each {g|Encyclopedia:Turn}turn{/g}.	Shotgun	Basic	Solid	Shotgun	false	true	24	34	10	0	0	1	0	7	4	ShotgunRending_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Unit - HeinrixCompanion: HeinrixCompanion_Ch04_TrueStart, Chest - CR33: Drukhari_AngerChest	ShotgunPush_Feature	ViralToxin_Power8_ForWeapon_Feature	SolidProjectileWeapon_Feature	ShardShotgunFeature
Shardcarbine_Item	Shardcarbine		Splinter	Basic	Exotic	false	false	true	7	8	15	0	0	4	7	20	16	SplinterRifleBurstFire_Ability	Burst	2	Splinter_HeavyRecoil_Shot_AbilityFXSettings		ReloadAbility	Reload	4	SplinterCannon_Shot_AbilityFXSettings			None					None					None				Chest - CR25: DrukhariAttackOnShip_WeaponLoot (3)	
ShockBatonCH3Unique_Item	Lawbringer	Grants an additional {g|Encyclopedia:Ability}ability{/g} that ends the attacker's {g|Encyclopedia:Turn}turn{/g} and deals an additional +30 {g|Encyclopedia:MachineDamage}machine damage{/g} with 50% {g|Encyclopedia:ArmourPenetration}armour penetration{/g}.	Hammer	Melee	Power	MaulOrHammer	false	false	16	24	20	0	0	0	0	1	-1	HammersMeleeAttack_Ability	SingleShot	1	PowerMaul_AbilityFXSettings		PowerMaul_AoE_Ability	AOE	2	PowerMaul_AbilityFXSettings		Hammer_PushAbility	SingleShot	2	PowerMaul_AbilityFXSettings	Hammer_PushAbilityAdditionalEffect	ShockBatonCH3Unique_Ability	SingleShot	2	PowerMaul_AbilityFXSettings			None				Chest - CR33: ImperiumMilitary_PrisonBottom02	
ShockBatonT2_Item	Heavy Shock Baton	Maces and hammers have a special attack that {g|Encyclopedia:PushGlossary}pushes{/g} enemies away.	Hammer	Melee	Power	MaulOrHammer	false	false	19	20	10	0	0	0	0	1	-1	HammersMeleeAttack_Ability	SingleShot	1	PowerMaul_AbilityFXSettings		PowerMaul_AoE_Ability	AOE	2	PowerMaul_AbilityFXSettings		Hammer_PushAbility	SingleShot	2	PowerMaul_AbilityFXSettings	Hammer_PushAbilityAdditionalEffect		None					None				Unit - DLC1_LowerTunnels: EnforcerNeofitCH04LT_Melee_Common, Unit - DLC1_OfficerDeckPeacefull: ChirurgeonMajoris, Unit - DLC1_OfficerDeckPeacefull: MasterofDiscipline, Unit - DLC1_OfficerDeckPeacefull: MasterofDiscipline_Prologue, Unit - DLC1_VoidshipReactor: MDLadyOfSteel	
ShockBaton_Item	Shock Baton		Hammer	Melee	Power	MaulOrHammer	false	false	6	11	15	0	0	0	0	1	-1	HammersMeleeAttack_Ability	SingleShot	1	PowerMaul_AbilityFXSettings		PowerMaul_AoE_Ability	AOE	2	PowerMaul_AbilityFXSettings		Hammer_PushAbility	SingleShot	2	PowerMaul_AbilityFXSettings	Hammer_PushAbilityAdditionalEffect		None					None				Unit - Ch00_OfficersDeck: OfficersDeckGuard_Baton, Unit - Ch01_JailPlanetoid: JailPlanetoidEnforcerBatton, Unit - Ch01_Starport: StarportRebelMeleeBaton, Unit - Ch01_Starport: StarportRebelMeleeBully, Unit - Ch01_Starport: StarportRebelMeleeBully1, Unit - Ch01_Starport: StarportRebelMeleeBullyWithGrenade, Unit - Ch01_TaintedStreets: TaintedStreetsRebelMelee, Unit - Ch02_FootfallDock: Footfall_Enforcer, Unit - Ch02_FootfallDock: Footfall_EnforcerDelegation, Unit - Ch02_FootfallDock: Footfall_EnforcerFemale, Unit - Ch02_FootfallDock: Footfall_RiotGuard, Unit - Ch02_FootfallDock: Footfall_TestVendor, Unit - Ch02_FootfallDock: Footfall_TestVendor_ReputationTest, Unit - Ch02_FootfallDock: Footfall_ValadaimAgent, Unit - Ch05_QuarryWorld: QuarryWorld_Guard, Unit - Ch05_QuarryWorld: QuarryWorld_Guard1, Unit - Ch05_QuarryWorld: QuarryWorld_Guard2, Unit - Ch05_QuarryWorld: QuarryWorld_GuardF, Unit - Ch05_QuarryWorld: QuarryWorld_Miner, Unit - Ch05_QuarryWorld: QuarryWorld_MinerNaked, Unit - DLC1_LowerTunnels: LT_AngryEnforcer_Unique, Unit - DLC1_LowerTunnels: LT_EnforcerGuard, Unit - DLC1_LowerTunnels: LT_EnforcerMed, Unit - DLC1_LowerTunnels: LT_Fighter_Faith, Unit - DLC1_LowerTunnels: LT_Foreman, Unit - DLC2_BoardedShip_Bridge: BoardedShip_Bridge_Melee_Ally_Swarm, Unit - DLC2_BoardedShip_Bridge: BoardedShip_Bridge_Melee_Swarm, Unit - Ch02_DestroyedBlackShip: PsykerAlphaShip, Unit - Ch02_LowerDecks: RabbleLeaderStrong, Unit - Ch04_Canteena: Ch04Hieronimus_Enforcer_unit, Unit - DLC1_VoidshipReactor: EnforcerPDChambers, Unit - DLC1_VoidshipReactor: EnforcerPDChambersBefore, Unit - DLC1_VoidshipReactor: Naij, Unit - DLC1_VoidshipReactor: PDSparkMan, Unit - DLC1_VoidshipReactor: PDSparkManBefore, Unit - DLC1_VoidshipReactor: PDSparkWoman, Unit - DLC1_VoidshipReactor: PDSparkWomanBefore, Unit - DLC1_VoidshipReactor: TalkerPDChambers, Unit - DLC1_VoidshipReactor: TalkerPDChambersBefore, Unit - Ch04: Footfall_ChordaEnforcer02_Melee, Unit - Ch04: Footfall_ChordaEnforcer03, Unit - Ch04: Footfall_ChordaEnforcer04, Unit - Ch04: Footfall_ChordaEnforcer_Melee, Unit - Ch04: Footfall_VladaymEnforcer, Unit - Ch04: Footfall_VladaymEnforcerFemale, Unit - Ch02_Footfall: SideQuestFidelio_Servitor	
ShotgunCH01Unique_Item	Blast Wave	Shots from this shotgun {g|Encyclopedia:PushGlossary}push{/g} targets 3 cells away even if the shot misses.	Shotgun	Basic	Solid	Shotgun	false	true	10	15	10	0	0	0	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2				None					None					None				Unit - Ch01_CommandCenter: Arbites_ch1, Unit - ExportedPregens: zin_22_RT_Operative_ExportedPregen	ShotgunCH01UniquePush_Feature
ShotgunCH04Unique_Item	Hailstorm	This shotgun has an increased attack area. Its attacks deal +150% {g|Encyclopedia:DamageGlossary}damage{/g}, but their {g|Encyclopedia:HitSequenceGlossary}hit chance{/g} is decreased by −50%.	Shotgun	Basic	Solid	Shotgun	false	true	30	45	0	0	0	1	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Chest - CR25: AdeptusMechanicus_BE_Reward	ShotgunPush_Feature	ShotgunCH04Unique_Feature	SolidProjectileWeapon_Feature
ShotgunDLC2CH4T2_Item	Advanced Adeptus Arbites Shotgun	<i>Shotguns knock enemies back when shot at {g|Encyclopedia:Range}effective range{/g}.</i>	Shotgun	Basic	Solid	Shotgun	false	true	30	40	15	0	0	1	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Unit - ExportedPregens: RT_FORTEASER_2_ExportedPregen, Unit - SolomorneCompanion: SolomorneCompanion_38lvl_Overseer, Chest - TreasureWorld: Loot_GuardCache_Normal	SolidProjectileWeapon_Feature	ShotgunPush_Feature
Shotgun_Item	Shotgun	<i>Shotguns knock enemies back when shot at {g|Encyclopedia:Range}effective range{/g}.</i>	Shotgun	Basic	Solid	Shotgun	false	true	10	15	10	0	0	1	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Unit - Ch01_NavisNobiliteStation: NavisNobiliteShotgun_Guard, Unit - Ch01_NavisNobiliteStation: NavisNobiliteShotgun_GuardFemale, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Ranged_ShotgunZombie, Unit - Ch01_NavisNobiliteStation: NavisNobilite_Ranged_ShotgunZombieFemale, Unit - Ch01_Starport: StarPortSolider, Unit - Ch01_TaintedStreets: TaintedStreetsCultistLeader, Unit - Ch01_TaintedStreets: TaintedStreetsCultistLeader02, Unit - Ch02_AgriWorldJungle: JungleWorldRebelStunner, Unit - Ch02_FootFallAtrium: FootfallAnverChange_MeleeRanged_Common, Unit - Ch02_FootfallDock: FootfallAnverGrenade_Ranged_Common, Unit - Ch02_FootfallDock: FootfallAnver_MeleeRanged_Common, Unit - Ch02_FootfallDock: Footfall_NobleGuard, Unit - Ch02_FootFallSlums: FootfallAnverArsonistGrenade_Ranged_Common, Unit - Ch02_FootFallSlums: FootfallAnverArsonistGrenade_Ranged_Swarm, Unit - Ch02_FootFallSlums: FootfallAnverArsonistGrenade_Ranged_SwarmQS, Unit - Ch02_FootFallSlums: Footfall_Generic_BanditHeavy, Unit - Ch02_FootFallSlums: Footfall_Generic_Specialist, Unit - Ch02_ForgeWorldAndHeart: CorruptedMagosProvender, Unit - Ch02_LowerDecks: Guard, Unit - Ch02_LowerDecks: Guard_CutsceneNeutral, Unit - Ch02_RandomEncounters: CultisthNurgleRangeRandomEncounter, Unit - Ch02_RandomEncounters: PossessedGuardRandomEncounter, Unit - Ch02_SpaceScavengers: ScavengerCutter, Unit - Ch05_QuarryWorld: QuarryWorld_Guard, Unit - Ch01_TaintedStreets: TaintedStreetsRebel02, Unit - Ch02_SantielsPrideUnderhive: CannibalGirlScout, Unit - OurShipCrew: OurCrewGuard, Unit - Companions: CompanionHeinrixPrototype, Unit - ExportedPregens: HeinrixCompanion_Level19_HarmonParty_ExportedPregen, Unit - ExportedPregens: HeinrixCompanion_Level22_NeiliusParty_ExportedPregen, Unit - ExportedPregens: HeinrixCompanion_Level27_CyrusParty_ExportedPregen, Unit - ExportedPregens: PlayerRT_level27_VasyaParty_ExportedPregen, Unit - ExportedPregens: VasiliyAbelar_15LvL_ExportedPregen, Unit - SolomonCompanion: SolomoneCompanion, Chest - CR0: ImperiumRich_PrologueOD_ClubLockedChest01, Chest - CR33: ImperiumMilitary_PrisonPitTrashWeapon, Chest - DrukhariAttackOnShip: DrukhariAttack_WeaponLootShotgun, Chest - EE_DestroyedBlackShip: Loot_Poor+Uniq - CorpseWithWeapon, Chest - FootFallDock: Loot_Good - EnCorpseV1	ShotgunPush_Feature	SolidProjectileWeapon_Feature
ShredderShotgun_Item	Shredder Shotgun	<i>Shotguns knock enemies back when shot at {g|Encyclopedia:Range}effective range{/g}.</i>	Shotgun	Basic	Solid	Shotgun	false	true	20	25	5	20	0	1	0	7	8	Shotgun_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Unit - Ch02_PenalWorld: GladiatorLeader, Unit - Ch02_SantielsPrideUnderhive: SurvivorLeaderWoman, Unit - Ch02_SantielsPrideUnderhive: WildCannibalLeader, Unit - ExportedPregens: Cassia_Lv38_Chordafight_ExportedPregen, Chest - FootfallAtrium: AdeptusMechanicus_GoodLoot03	ShotgunPush_Feature	SolidProjectileWeapon_Feature
ShurikenCannon_Item	Shuriken Cannon		Shuriken	Heavy	Exotic	false	true	true	4	7	10	0	0	11	40	36	144	SingleShot_Ability	SingleShot	2	ShurikenCatapult_Shot_AbilityFXSettings		BurstFire_Ability	Burst	3	ShurikenCatapult_Shot_AbilityFXSettings		ReloadAbility	Reload	5	SplinterCannon_Shot_AbilityFXSettings			None					None				Unit - Ch03_ReavingTempestSpire: DrukhariDeviceGuardian_Ranged_ReavingTempestSpire	
